type,RelNO,content,Arg1_Content,Arg2_Content
Implicit,5,解释说明,「帛琉最适合投资的还是观光业，」他说，先进台商的眼光确实是敏锐的，几乎零污染的环境，就是帛琉最大的资产。,帛琉被潜水爱好者誉为世界七大海底奇观之首，此地海域拥有七百多种珊瑚与一千五百多种的鱼类，加上海水温暖、水流平稳，十分适合潜水，许多海域很浅，更适合浮潜，平时不谙水性的旅客，也能一享海底风光。
Implicit,5,实例在后,帛琉被潜水爱好者誉为世界七大海底奇观之首，此地海域拥有七百多种珊瑚与一千五百多种的鱼类，加上海水温暖、水流平稳，十分适合潜水，许多海域很浅，更适合浮潜，平时不谙水性的旅客，也能一享海底风光。,其中「蓝角」是世界最著名的潜水胜地，该地有上千种海洋洄游鱼群集，包括梭鱼、礁鲨，以及被称为帛琉国宝鱼的苏眉等等
Implicit,5,递进,在空中，由于热带海洋型气候使然，骤雨来去匆匆，观光客可以时常见到彩虹，帛琉观光局驻华办事处总经理严德芬就说，甚至有旅客看过三道彩虹同时出现的奇景。,即使没有下雨，黄昏时站在海边，海水因不同深度所呈现的蓝色与天空的红色夕阳连成一气，就像一道横亘海面的彩虹。
Implicit,5,递进,即使没有下雨，黄昏时站在海边，海水因不同深度所呈现的蓝色与天空的红色夕阳连成一气，就像一道横亘海面的彩虹。,因为环礁包围，几乎平静无风，乘坐拖曳伞飘到空中，还隐约地可以嗅到一股天堂的芬芳。
Implicit,4,间接对比,投资帛琉观光业，林能中指出两个可行方向：一为经营当地的旅游相关产业，另一则为增加台湾游客量，让获利机会延伸至国内。,奇怪的是，虽然美景处处，帛琉观光业比起前几年却正在萎缩
Implicit,5,解释说明,奇怪的是，虽然美景处处，帛琉观光业比起前几年却正在萎缩。,九七年时帛琉的外籍旅客曾高达七万多人次，去年下滑到五万多人次，减少了两成。
Implicit,5,实例在后,九七年时帛琉的外籍旅客曾高达七万多人次，去年下滑到五万多人次，减少了两成,台湾一直与日本并列为帛琉最主要的旅客来源国，一九九七年曾高达三万多人次，现在也萎缩为一万多人次，以经营台湾观光客生意为主的台商因此叫苦连天。
Implicit,5,解释说明,交通部观光局副局长许文圣分析赴帛琉台湾观光客大幅萎缩的原因指出，利润越来越低，国内旅行业不再强力促销是主因。,他说，目前台湾至帛琉的航线是由远航经营，但因为旅客不足，成本太高，票价在前年度调涨了三千多元，这使得帛琉无法与其他地方如关岛、巴里岛、普吉岛等竞争。
Implicit,5,递进,他说，目前台湾至帛琉的航线是由远航经营，但因为旅客不足，成本太高，票价在前年度调涨了三千多元，这使得帛琉无法与其他地方如关岛、巴里岛、普吉岛等竞争。,「调高团费，乏人问津，维持原价，利润又太低，许多旅行社干脆不再主推这条线，」许文圣说。
Implicit,5,实例在后,帛琉虽然海洋资源丰富，但相关旅游周边产业如酒吧、购物中心、纪念品店等都不够多，自然较没有吸引力,任职「象山多媒体」、喜欢到岛屿旅行的王小可就说，虽然她还很怀念背上被帛琉阳光晒出来的泳装痕迹，但与巴里岛相较，帛琉晚上没地方去、团费又贵，她还是宁可到巴里岛。
Implicit,5,泛化,然而叶俊也表示，帛琉的旅客回流率很高，有三成之多，显见该地的吸引力还是很大，若能排除团费与设施不足的因素，帛琉线仍大有可为。,针对上述的原因，帛琉政府正尽力排除障碍中，观光局长JohnnyItaruKishigawa表示，新机场与许多相关的旅游设施，帛琉政府都在进行，我方提出的调低机场降落费以减低票价成本的方案，也在研议中，而帛琉也积极地在台湾设立「帛琉观光局驻华办事处」，透过宣传提高国人赴帛观光的兴趣。
Implicit,5,解释说明,养殖业大有可为,除了观光业，帛琉的渔业资源也在这一波的投资热潮中引人注目。
Implicit,5,解释说明,除了观光业，帛琉的渔业资源也在这一波的投资热潮中引人注目,目前在帛琉经营渔业公司的台商只有戴荣辉一人，获利颇丰。
Implicit,5,解释说明,目前在帛琉经营渔业公司的台商只有戴荣辉一人，获利颇丰。,「一开始是与朋友一起经营，租用八艘船捕鱼，但获利只是普通，在朋友退股后，改以经营渔业基地为主，」他说，结果没想到获利更好，尤其在该公司取得该地七十五年捕鱼权后，五月至十月的旺季，每天可以有十几艘的鲔钓渔船前来卸鱼与补给。
Implicit,5,解释说明,戴荣辉在帛琉将渔业公司经营的有声有色，但并不代表台商可至当地做类似的投资,国内经营南太平洋围网渔业的荣星企业董事长辜宽敏分析，南太平洋的渔业主要分成围网与鲔钓两种，围网以捕捉鲣鱼为主，可是帛琉经济海域不大，捕获量有限，而该地鲔鱼产量丰富，鲔钓倒适合经营。
Implicit,2,原因在先,就如同许多曾受过美国托管的国家，帛琉亦在一九八六年与美国签定「自由联合协定」（CompactofFreeAssociation），协定中规定帛琉当地货品可以免税输入美国，另外如纺织品也没有配额限制,对于经营纺织、电子等产业的台商来说，这可以说是非常有利于投资的条件，目前已有日商及台商与帛琉政府交涉，希望能成立一个「帛琉经济自由区」。
Implicit,5,解释说明,对于帛琉目前的商务条件，负责宏国企业投资开发案、熟悉帛琉投资环境的正帛公司总经理严树芬分析，目前土地取得与通讯不便的问题，是外商投资较大的障碍。,他说，帛琉法令规定不允许外国人拥有土地所有权，外国人只能以租用的方式开发，租约最长是五十年，然而因为土地传统上由氏族及家族共同拥有，签订合约颇为繁琐；另外，帛琉目前对外联系的电传与网际网路尚不是十分稳定，都是使投资人心存观望的因素
Implicit,5,解释说明,虽然电力与光纤电缆已被帛琉政府列为接受美援优先重点建设项目，通讯问题或可在几年内解决，但对于台商的积极参与「帛琉经济自由区」计划，林能中的建议是必须「慎重评估」。,「整项计划必须注意的是，台商可能对当地政府的获利评估不足，」他说，目前外商比帛琉政府积极，但因为帛琉人口不多，不需要大量的就业市场，加上大量外劳引进可能对当地社会产生冲击，帛琉政府也将面临经济开发与环境保护的两难，「帛琉政府同意该计划的条件并不一定像台商所想的那么乐观。」
Implicit,5,解释说明,然而放大来看，投资的项目与方法很多，若能谨慎评估，帛琉确实处处有珍珠,曾经应外交部与帛琉政府邀请，到当地研究陶土状况的旅美陶艺专家李茂宗就说，帛琉的陶土量多，品质也不错，非常适合陶艺发展或生产大量陶瓷建材，像这样的特殊产业与机会，都有待开发。
Implicit,5,解释说明,叶菊兰外柔内刚，她的自信和执着可以从她的爱情故事获得印证,十八岁考上大学后她认识同校哲学系的郑南榕，身为家中长女，却不顾父亲反对，执意和郑南榕结婚。
Implicit,5,实例,从职场女强人到专业立委，她的转变也看在同仁眼中。,在民进党妇女部支持拍摄的台湾女性参政历史的纪录片《回首来时路》中，已逝的妇女部主任彭婉如曾提及，叶菊兰虽然是得丈夫余荫而走上政治，但她后来的表现打破了传统党外女性的参政经验，一改鲜明的受难者家属形象，展现了女性政治人物的主体性。
Implicit,4,间接对比,不过，媒体也指出，叶菊兰过去和交通部几乎没有渊源，要熟悉庞杂专业的交通业务，需要相当时间。,针对这个问题，叶菊兰表示，「交通部总括就是对『人』的服务，基本上是一个超级服务业，从人的观点出发是我设定的第一要务。」
Implicit,4,间接对比,老婆因公派驻巴黎工作，原以为女儿才一岁多，不会有什么教育上的问题,没想到听同事说，她小孩上幼稚园第一天，就被一群小老法「群起而攻之」，吓得她不敢再让孩子上学。
Implicit,2,原因在先,没想到听同事说，她小孩上幼稚园第一天，就被一群小老法「群起而攻之」，吓得她不敢再让孩子上学。,这下我和老婆头疼了，要是女儿这个小「外国人」将来上学也被修理，该如何是好
Implicit,2,原因在先,这下我和老婆头疼了，要是女儿这个小「外国人」将来上学也被修理，该如何是好？,为今之计唯有先让她学会法文，将来若被地头蛇欺负，对簿公堂时才不会落得哑口无言。
Implicit,2,原因在先,为今之计唯有先让她学会法文，将来若被地头蛇欺负，对簿公堂时才不会落得哑口无言。,于是，五十开外的法国女人马汀娜成了女儿千千的褓母。
Implicit,4,间接对比,于是，五十开外的法国女人马汀娜成了女儿千千的褓母。,女儿是老婆心上的一块肉，刚开始老婆总放心不下。
Implicit,2,结果在先,女儿是老婆心上的一块肉，刚开始老婆总放心不下。,一来，我们并不了解马汀娜是个什么样的人，只想她是领有执照的专业褓母，有法国政府的背书，把女儿交到她手上，总比交给比较便宜的「地下」褓母强。
Implicit,4,间接对比,虽然当时法语有听没有懂，但本着「打狗也得看主人」的认知，打定主意做女儿靠山，准备陪她一天,没想到十分钟后，马汀娜便下了逐客令。
Implicit,5,解释说明,没想到十分钟后，马汀娜便下了逐客令,就在她比手画脚和女儿的嚎啕大哭声中，我被赶出门外。
Implicit,4,间接对比,一开始，怕女儿吃不惯法式料理，我们准备好「便当」交给马汀娜。,没想到总是原封不动地拿回来
Implicit,2,证据在先,没想到总是原封不动地拿回来。,难道女儿食不下咽吗？
Implicit,2,证据在先,没想到总是原封不动地拿回来,这样下去岂不要活活饿死
Implicit,2,原因在先,我们正准备「兴师问罪」时，马汀娜却老神在在地说，千千在法国总不能吃一辈子中式便当吧！,既然如此，何不让她早点适应。
Implicit,2,原因在先,不但如此，她还打算再加做一份晚餐「便当」让女儿带回来吃,这下「兴师问罪」得改成「负荆请罪」了。
Implicit,4,间接对比,马汀娜说千千的眼睛有一点斗鸡眼，但应该不用担心，因为这样年纪的小孩随年龄增长自然会矫正过来,为了放心，她已经带千千去给她的眼科医师叔叔看，以后每两周去一次，去个四、五次就可以了。
Implicit,4,间接对比,她只说没关系应该不多，但却始终没告诉我们,通常褓母遇到带的小孩生病，总会觉得麻烦，一来要多费心，二来要喂药，因此大多希望家长能自己照顾孩子。
Implicit,5,实例在后,但马汀娜可不这么认为。,那次千千因寒流来袭感冒发烧，马汀娜打电话给老婆，说她以前是护士，而且天冷接送千千怕再冻到她，所以，晚上千千可以住他们家，由她来照顾。
Implicit,4,间接对比,那次千千因寒流来袭感冒发烧，马汀娜打电话给老婆，说她以前是护士，而且天冷接送千千怕再冻到她，所以，晚上千千可以住他们家，由她来照顾,老婆当然婉谢了，因为老婆更希望自己下班后照顾生病的千千。
Implicit,5,递进,现在女儿已经三岁，就在离家不远的幼稚园上学。,老师跟老婆夸赞千千的法语说得很好，她这个小「老外」或许因为语言无障碍，同学不但一下就记得她叫艾乐蒂，放学看到我，还会告诉她：爸爸来接你了
Implicit,2,原因在先,老师跟老婆夸赞千千的法语说得很好，她这个小「老外」或许因为语言无障碍，同学不但一下就记得她叫艾乐蒂，放学看到我，还会告诉她：爸爸来接你了。,这一切都多亏了马汀娜，还好我们找到她这位「会念经」的外国褓母，如此我们家也就少了一本「难念的经」。
Implicit,5,解释说明,「赚钱第一，花钱有罪，理财万岁！」住在屏东、在运输公司当秘书的陈筱梅（化名），每天晚上睡觉前都要打开电脑看看当天的台股收盘及美股开盘行情，然后快速地在心里算计一下自己的财富总值。,工作七年、年近三十，「身价」仍然无法突破六十万，为了积攒「理财本」，她不愿买房子、不出国旅游，是朋友眼中的小气财神。
Implicit,5,解释说明,新竹师范学院毕业，今年二十五岁的刘立智，也是典型的e世代理财族。,早在当兵前，他就用定期定额、每个月三千元的方式投资怡富日本科技基金，三年下来，从最初连连亏损、到去年的一飞冲天，再到今年的渐趋平淡，总体说来，获利相当亮丽。
Implicit,4,间接对比,早在当兵前，他就用定期定额、每个月三千元的方式投资怡富日本科技基金，三年下来，从最初连连亏损、到去年的一飞冲天，再到今年的渐趋平淡，总体说来，获利相当亮丽。,自承是各类理财书籍的「忠实信徒」、暑假空档中平均每星期要花二十小时看理财资讯的刘立智，最遗憾的就是自己的理财生涯太晚开始：「如果从小把每年的压岁钱拿来买基金，一年算三万，二十年『时间复利』累积下来，现在该有多好，」刘立智越说越激动，要是他早点懂得理财，七十九年股市暴跌时把所有积蓄「全部砸下去」，现在也不至于「追悔莫及」了！
Implicit,5,解释说明,眼看着e世代投入股市的风气越来越盛，自创网站「JPP理财投资诊所」的某欧洲银行驻台代表简瑞璞却有点担忧：「对理财，政府并没有善尽教育的责任。」,简瑞璞指出，从小到大，教科书里提到金钱时，只有「勤俭致富」、「乐善好施」之类的道德训示，完全和现实需求脱节。
Implicit,5,解释说明,缺乏正确投资观念的结果，是投机风气大为盛行。,根据财政部统计，台湾股市交易额的八成七五来自散户，去年成交值周转率高达百分之二百八十八（即当年总成交值是股市总值的二．八八倍），虽然比起十年前的百分之六百已经大幅降低，但仍是纽约股市的四倍；而投资人不管经过多少次惨痛教训，追涨杀跌的习气总是难以扭转。
Implicit,5,解释说明,今年初因推出全球首创的MMA五合一投资管理帐户而在业界引起骚动的华信银行副总经理贾坚一，多年来目睹台湾金融理财环境的演变，对理财大趋势有着透彻的观察。,贾坚一回忆，民国五十年代的台湾，经济困窘，民众根本无财可理；又为了怕打仗，一攒到钱就去买黄金、换黑市美钞。到了六十年代，两次石油危机和恶性通货膨胀，使得买房地产「保值」的观念深入人心，手头宽裕点的就买土地、买房子，小老百姓则跟会、买爱国奖券。
Implicit,5,递进,贾坚一回忆，民国五十年代的台湾，经济困窘，民众根本无财可理；又为了怕打仗，一攒到钱就去买黄金、换黑市美钞。到了六十年代，两次石油危机和恶性通货膨胀，使得买房地产「保值」的观念深入人心，手头宽裕点的就买土地、买房子，小老百姓则跟会、买爱国奖券。,那时仅有一百多支上市股票、涨跌都掌握在主力炒手手上的台湾股市，被视为是「吃人市场」，众人避之唯恐不及。
Implicit,5,解释说明,台湾真正的理财热，肇始于民国七十年代中期。,当时国内蓄积多年的经济力开始爆发，连年钜幅的外贸出超，导致台币升值、热钱涌入，股市从七十四年的六百多点飙升到七十九年的一万二千多点，台北市的平均房价也从七十五年的每坪七．二万元飙到七十八年的二十八．五万，涨幅超过四倍。
Implicit,5,解释说明,以房地产投资为例，家住北县的张太太，早年守寡，二十多年来就是靠着跑单帮仲介土地、房屋维持一家生计，因此对房市有着坚定不移的信心。,六年前张太太决定为罹患绝症的弟弟一家买栋房子，当时淡水新市镇的大楼房价从每坪二十二万元的高点滑落至十五万元，张太太一面庆幸自己买得便宜，一面坚信景气好转后，房市自然会涨回去，于是高高兴兴付了头期款，看着弟弟一家搬进新房。
Implicit,4,间接对比,六年前张太太决定为罹患绝症的弟弟一家买栋房子，当时淡水新市镇的大楼房价从每坪二十二万元的高点滑落至十五万元，张太太一面庆幸自己买得便宜，一面坚信景气好转后，房市自然会涨回去，于是高高兴兴付了头期款，看着弟弟一家搬进新房。,没想到在此同时，全台湾抢搭房市热潮的建商不断推出新案，余屋量达到空前未有的一百多万户。
Implicit,5,实例在后,「新就是好」的投资歪风同样刮到台湾。,在政府机构上班的王宏道（化名），去年也赶搭电信、网路热潮，以每股十三元的价格，贷款买了八十张台湾固网的未上市股条，之后每股跌到十一元左右，王宏道还安慰自己，「没卖就不算赔」；没想到新政府上台后，大力取缔非法交易的固网股条，这下子上百万的资金惨遭冻结，只能急得跳脚。
Implicit,5,解释说明,吊诡的是，理财资讯爆炸，理论上应该让投资人省下很多心力，其实不然。,「理财资讯到处充斥、专家满天飞的结果，是让投资人更无所适从，更难以下决心、做选择，」邱显比指出。
Implicit,5,实例在后,大环境引发的理财焦虑，每个人的感受程度不同，有时更成为亲人摩擦的导火线。,屏东陈筱梅最担心的，就是老爸明年就到了六十岁退休年龄，却没有多少投资理财的观念，预期中的退休金加上存款不过四百来万。
Implicit,4,间接对比,大环境引发的理财焦虑，每个人的感受程度不同，有时更成为亲人摩擦的导火线。,另一方面，利用大环境变化，「唤起」民众对经济保障的焦虑和恐慌，却是许多金融机构促销理财产品时惯用的手法。
Implicit,5,解释说明,对此，富邦银行个人金融部副理陈怡芬以旁观者的立场提醒消费者，理财广告也好，报章网站上的投顾专栏也好，尽管表面上顶着专业光环，背后的动机毕竟是要促销产品，要从客户的理财活动中赚取报酬。,「就好像为了促销牛奶，大肆宣扬骨质疏松症的可怕，却没有告诉你，牛奶并不是预防骨质疏松的唯一、或最有效的法宝，」陈怡芬如此形容。
Implicit,5,实例在后,在理财热潮席卷下，懂不懂得理财、在理财市场上斩获如何，已经成为现代人的另一大焦虑来源。,「一个四十岁的中年人如果没有证券户头，不能和别人哈啦几句股市话题，当然会觉得落伍，」「智富网」总编辑张毅君也坦承，自己至今仍在淡水租屋，为此老婆大人不免质疑，同样在理财界打滚多年，为什么有的朋友已成亿万富翁，自己却似乎与富贵无缘？
Implicit,5,实例在后,张毅君告诉老婆，别看别人风光，那样的风光往往是梦幻泡影、过眼云烟。,前阵子台凤飙到每股二百多元时，靠着内线消息大赚一笔的朋友多么得意，不到两年，台凤已被打到下市、成为废纸一堆。
Implicit,5,实例在后,「因为我知道赚钱的机会周而复始，一直存在，这一波没赚到没关系，还有下一波嘛。」她认为，理财焦虑和个人的预期及欲望成正比，预期越殷切，焦虑自然越深重，达不到时的挫折感也越强，换句话说，理财焦虑其实来自贪快、贪多。,「如果你用每股一百五十元买了台积电，却巴望它在两个月内涨到二百二十元，好让你赶得上替新买的房子付尾款。结果那怕它涨到二百元，你还是不满意，」刘台芬认为，这样的焦虑挫折，完全是因为缺乏正确投资理财观念造成的。
Implicit,5,实例在后,中年族理财，期盼的是建立人生安全感，e世代理财，为的则是许多即期目标。,目前就读政大财务管理系二年级的林玉婷，利用上大学前打工的积蓄投入股市，她坦承自己的理财目标是「每隔一段时间就订一个计画，出国啊、买车啊，然后就努力理财，再把钱花掉！」
Implicit,5,解释说明,和林玉婷同班的欧建明也说，他一直想存些钱和女友去国外旅游。,去年他犹豫好久，终于向妈妈开口借了八万元投入股市。
Implicit,4,间接对比,去年他犹豫好久，终于向妈妈开口借了八万元投入股市。,本来以为仗着课堂上教的那一套，赚钱不会太难，没想到他听信某位大牌投顾的预测，把所有资金转进金融股，接着阿扁当选时又误以为大势已去，匆忙挂单卖出，结果卖到最低点，离出国旅游的目标又远了一步，令他十分懊恼。
Implicit,5,递进,这位总裁说，他的理财目标不在一时的获利，而是利用各种不同的理财工具，包括防御型的保险、稳当的储蓄，和积极的投资理财等，把资财做适当的分配，来「建造一座诺亚方舟，天气晴朗时多赶一点进度，暴雨来袭时就可以高枕无忧。」,每天都要接触各种理财专案的陈怡芬，也常在思索理财的意义。
Implicit,5,解释说明,至于金钱究竟应拥有多少才算足够？,那就完全看个人的价值观而定了。
Implicit,5,解释说明,那就完全看个人的价值观而定了。,「每个人应该选择自己喜欢的生活方式和价值信仰，不必随波逐流，」陈怡芬说，毕竟多元社会中，成就感或价值观的认定也应该很多元。
Implicit,4,间接对比,最近老作家张拓芜在街头卖彩券为生的新闻曝光后，有理财专家以此为殷鉴，「警告」大家要早点学好理财之道。,可是反过来想，如果张拓芜从年轻时就关心如何累积财富，恐怕他根本不会刻苦自学、从小兵变作家，更写不出《代马输卒手记》这样感人的作品。
Implicit,5,递进,肠病毒共有六十八型，肠病毒检测晶片可以判别出是否感染肠病毒？,是不是致命的肠病毒七十一型？
Implicit,5,递进,是不是致命的肠病毒七十一型？,是不是容易与肠病毒七十一型混淆的沙克奇A16病毒？
Implicit,5,解释说明,目前的生物晶片多应用在学术研究或开发新药方面，需求量日益增加。,李钟熙指出，根据美国市场研究的估计，目前全球的微阵列生物晶片用量约二十五万片，两年后，预估成长到一百二十万片，以一片一千美元的市价估算，到西元二○○三年，会有十二亿美元的规模，而全球生物晶片市场十年后将可成长到四百亿美元的规模。
Implicit,5,解释说明,生物晶片有微流体（处理型晶片）、微阵列（基因晶片）两种类型。,微流体晶片是结合生物技术、微电子、微机械等等技术，将实验室中许多仪器的功能微小化到晶片上来处理。
Implicit,5,实例在后,近年来，网际网路带动新经济的发展，不但创造许多科技新贵，更改写了传统经济发展的准则。,微软的创办人比尔盖兹不靠土地、黄金、石油，不靠机器和厂房，他掌握的是处理知识的方法。
Implicit,2,原因在先,微软的创办人比尔盖兹不靠土地、黄金、石油，不靠机器和厂房，他掌握的是处理知识的方法。,正因为创业的凭藉不再是传统的资产与土地，使得创业的门槛愈来愈低，然而，值得注意的是：创业成功的难度却愈来愈高。
Implicit,5,解释说明,正因为创业的凭藉不再是传统的资产与土地，使得创业的门槛愈来愈低，然而，值得注意的是：创业成功的难度却愈来愈高。,在新经济的年代里，想让投资人从荷包里掏出钱来，你必须要能掌握重点。
Implicit,5,递进,在新经济的年代里，想让投资人从荷包里掏出钱来，你必须要能掌握重点。,如果三分钟内，不能使投资人眼睛一亮，大概就希望渺茫了。
Implicit,2,原因在先,如果三分钟内，不能使投资人眼睛一亮，大概就希望渺茫了。,创业者必须了解如何单刀直入，在最短时间内赢得投资人的最大关注。
Implicit,5,递进,创业者必须了解如何单刀直入，在最短时间内赢得投资人的最大关注。,说什么才对？
Implicit,5,递进,创业者必须了解如何单刀直入，在最短时间内赢得投资人的最大关注。,怎么说才对？
Implicit,6,平行,说什么才对？,怎么说才对？
Implicit,5,递进,以下所列的十三个问题，是投资人最关心的事情。,如果能针对这十三个「知识创业的经营逻辑」，提出你的创见与主张，并彻底检验自己的创业计画是否具有基本的竞争力，大概便踏出成功的第一步了！
Implicit,5,解释说明,以下所列的十三个问题，是投资人最关心的事情。,第一问：企业定位
Implicit,5,解释说明,成功的企业定位，是一种取舍的决策。,取舍，强调的是「舍」，也就是你要决定放弃什么？
Implicit,5,实例在后,取舍，强调的是「舍」，也就是你要决定放弃什么？,英特尔在八○年代末期，眼看无法与日本半导体厂竞争记忆体产品，断然退出市场，专注开发更擅长的微处理器，才能摆脱纠缠，呈倍数成长，这便是有「舍」才能有「得」。
Implicit,5,解释说明,「舍」具有排他性。,企业定位愈清楚，企业的营运限制愈多。
Implicit,6,平行,第一问：企业定位,第二问：执行摘要
Implicit,5,解释说明,以下所列的十三个问题，是投资人最关心的事情。,第二问：执行摘要
Implicit,5,解释说明,第二问：执行摘要,执行摘要是任何投资或创业计画的导言，它需要在有限的字数内，忠实反映出整个计画的特点及价值。
Implicit,2,结果在先,执行摘要是任何投资或创业计画的导言，它需要在有限的字数内，忠实反映出整个计画的特点及价值。,对投资人而言，一两页清楚顺畅的执行摘要，胜过一两百页冗长的计画书。
Implicit,5,解释说明,对投资人而言，一两页清楚顺畅的执行摘要，胜过一两百页冗长的计画书。,矽谷创投公司的管理总监佐维斯顿说：「创业计画不是一份财务合约，它是一个故事，故事要有剧情，要有血有肉的人去投入，我从来不用Excel，也从来不谈财务结构的模式，我的时间都用来了解这个故事能有多大的格局」。
Implicit,6,平行,第二问：执行摘要,第三问：创业的正当性
Implicit,6,平行,第三问：创业的正当性,第一问：企业定位
Implicit,5,解释说明,以下所列的十三个问题，是投资人最关心的事情。,第三问：创业的正当性
Implicit,6,平行,投资人手上可打的牌很多，因此他们需要知道为什么你的创业计画值得提出？,为什么是现在？
Implicit,6,平行,为什么是现在？,为什么由你来做？
Implicit,6,平行,投资人手上可打的牌很多，因此他们需要知道为什么你的创业计画值得提出？,为什么由你来做？
Implicit,6,平行,为什么该做？,为什么是你做？
Implicit,6,平行,为什么是你做？,为什么现在做？
Implicit,6,平行,第四问：承担什么风险？,第三问：创业的正当性
Implicit,6,平行,第四问：承担什么风险？,第二问：执行摘要
Implicit,6,平行,第四问：承担什么风险？,第一问：企业定位
Implicit,5,解释说明,以下所列的十三个问题，是投资人最关心的事情。,第四问：承担什么风险？
Implicit,2,结果在先,创业者如果要投资人出钱支持他的创业计画，投资人心中都在问：「你要我的钱跟你去冒险，那你承担什么风险？」,投资人希望创业者与他们承担相同的风险，因为只有两方风险相当，才能无私地合作。
Implicit,6,平行,一、失败就像南军打过南北战争一样，只不过是历史。,二、有经验强过没经验，失败的经验也算。
Implicit,6,平行,二、有经验强过没经验，失败的经验也算。,三、失败是我的MBA（企管硕士学位）。
Implicit,6,平行,三、失败是我的MBA（企管硕士学位）。,、失败一点也不稀奇，不断尝试才会成功。
Implicit,6,平行,一、失败就像南军打过南北战争一样，只不过是历史。,三、失败是我的MBA（企管硕士学位）。
Implicit,6,平行,一、失败就像南军打过南北战争一样，只不过是历史。,四、失败一点也不稀奇，不断尝试才会成功。
Implicit,6,平行,二、有经验强过没经验，失败的经验也算。,四、失败一点也不稀奇，不断尝试才会成功。
Implicit,6,平行,因此，创业者必须对风险和可能的失败了然于心，以下是美国矽谷新世代知识创业者的价值观：一、失败就像南军打过南北战争一样，只不过是历史。二、有经验强过没经验，失败的经验也算。三、失败是我的MBA（企管硕士学位）。四、失败一点也不稀奇，不断尝试才会成功。,你必须先要检视的原则是：1．投资人与创业者两方风险相当，才能无私合作2．你是否已经投入时间与金钱3．你是否愿放弃稳定的职位及收入4．不可以自备救生艇，先作落跑的准备5．创业失败不代表这个人是失败者
Implicit,6,平行,第四问：承担什么风险？,第五问：企业愿景与经营模式
Implicit,6,平行,第三问：创业的正当性,第五问：企业愿景与经营模式
Implicit,6,平行,第二问：执行摘要,第五问：企业愿景与经营模式
Implicit,6,平行,第一问：企业定位,第五问：企业愿景与经营模式
Implicit,5,解释说明,以下所列的十三个问题，是投资人最关心的事情。,第五问：企业愿景与经营模式
Implicit,2,原因在先,台积电董事长张忠谋认为，企业的核心成员应该志同道合，「志」就是愿景，「道」就是企业的文化。,企业愿景不应是空中楼阁式的梦想，因为企业需要凝聚股东与员工的向心力，所以企业的愿景一定要具有实现的可能。
Implicit,5,解释说明,企业愿景不应是空中楼阁式的梦想，因为企业需要凝聚股东与员工的向心力，所以企业的愿景一定要具有实现的可能。,有愿景，也要有经营模式。
Implicit,5,递进,有愿景，也要有经营模式。,实现愿景的方法，即是企业的经营模式。
Implicit,2,结果在先,实现愿景的方法，即是企业的经营模式。,好的经营模式，可以实现任何不可能的愿景。
Implicit,5,实例在后,好的经营模式，可以实现任何不可能的愿景。,美国第一家以网路直销飞机票的公司Priceline.com成立两年多后，市值一度超过美国前三大航空公司（联合航空、美国航空、达美航空）的总和。
Implicit,5,解释说明,美国第一家以网路直销飞机票的公司Priceline.com成立两年多后，市值一度超过美国前三大航空公司（联合航空、美国航空、达美航空）的总和。,三家航空公司的飞机总数超过一千四百架，Priceline.com只有电脑与伺服器，它的致胜点便是它的经营模式。
Implicit,6,平行,第五问：企业愿景与经营模式,第六问：如何介绍技术与服务
Implicit,6,平行,第四问：承担什么风险？,第六问：如何介绍技术与服务
Implicit,6,平行,第三问：创业的正当性,第六问：如何介绍技术与服务
Implicit,6,平行,第二问：执行摘要,第六问：如何介绍技术与服务
Implicit,6,平行,第一问：企业定位,第六问：如何介绍技术与服务
Implicit,5,解释说明,以下所列的十三个问题，是投资人最关心的事情。,第六问：如何介绍技术与服务
Implicit,5,递进,对投资人介绍技术，应该是创业者最驾轻就熟的工作，但也是创业者最矛盾的挑战。,创业者要如何说明他的技术，才能让投资人了解，而又不至于使自己因为透露细节而陷入绝境？
Implicit,5,解释说明,创业者要如何说明他的技术，才能让投资人了解，而又不至于使自己因为透露细节而陷入绝境？,我的建议是：知无不言，言无不尽。
Implicit,5,解释说明,我的建议是：知无不言，言无不尽。,不要炫耀知识，不要卖弄学问。
Implicit,2,原因在先,不要炫耀知识，不要卖弄学问。,你要注意的是：1．既能说明创意，又能保护自己的智慧财产2．不要强求保密约定，这是外行的做法3．投资人无意挖取创业者的知识，他们反而担心创业者的知识来源是否正当
Implicit,6,平行,第六问：如何介绍技术与服务,第七问：想要解决什么问题？
Implicit,6,平行,第五问：企业愿景与经营模式,第七问：想要解决什么问题？
Implicit,6,平行,第四问：承担什么风险？,第七问：想要解决什么问题？
Implicit,6,平行,第三问：创业的正当性,第七问：想要解决什么问题？
Implicit,6,平行,第二问：执行摘要,第七问：想要解决什么问题？
Implicit,6,平行,第一问：企业定位,第七问：想要解决什么问题？
Implicit,5,解释说明,以下所列的十三个问题，是投资人最关心的事情。,第七问：想要解决什么问题？
Implicit,5,递进,你的创业计画想要解决什么问题？,如果不能清楚说明，创业梦想前景堪虞。
Implicit,5,解释说明,这是果而不是因！,真正的因在于台湾的企业对解决问题的定义不够清楚，或是只狭隘地由「制造」这个动作去思考解决问题的机会。
